match_id,tournament,year,draw,round,player1,player2,platform,video_id,watch_url,title,channel,channel_id,duration_seconds,view_count,availability,source_collections,research_confidence,is_official_channel,is_explicit_full_match,match_score,minimum_player_score,match_status,last_checked_utc
australian-open-2000-men-sf-magnus-norman-yevgeny-kafelnikov,Australian Open,2000,men,SF,Magnus Norman,Yevgeny Kafelnikov,youtube,xB3MpNvZbQ0,https://www.youtube.com/watch?v=xB3MpNvZbQ0,AO 2000 SF - Kafelnikov vs Norman,TGM Tennis,UC3MVdeTgwyYdmZ9SAXKykLw,4897,4036,public_search_result,"""Magnus Norman"" ""Yevgeny Kafelnikov"" 2000 Australian Open semifinal full match | ao_research_discoveries",candidate,False,False,1.000,1.000,candidate_full_match,2026-09-22T16:07:53+00:00
australian-open-2000-women-f-lindsay-davenport-martina-hingis,Australian Open,2000,women,F,Lindsay Davenport,Martina Hingis,youtube,1y6yO3LfHzQ,https://www.youtube.com/watch?v=1y6yO3LfHzQ,Martina Hingis VS Lindsay Davenport||Australian Open 2000 FINAL|| FULL MATCH,Ball Tracking TV,UCm1CzA51w7I79uOCrhCAKFQ,6043,2065,public_search_result,"""Jennifer Capriati"" ""Lindsay Davenport"" 2000 Australian Open semifinal full match | ""Julie Halard Decugis"" ""Lindsay Davenport"" 2000 Australian Open quarterfinal full match",,False,True,1.000,1.000,candidate_full_match,2026-09-22T16:07:53+00:00
australian-open-2000-women-f-lindsay-davenport-martina-hingis,Australian Open,2000,women,F,Lindsay Davenport,Martina Hingis,youtube,GV7Fnoj_bsw,https://www.youtube.com/watch?v=GV7Fnoj_bsw,Martina Hingis v Lindsay Davenport Full Match | Australian Open 2000 Final,Australian Open,UCeTKJSW1NTAkf27nNmjWt5A,3153,59000,public_search_result,"""Conchita Martinez"" ""Martina Hingis"" 2000 Australian Open semifinal full match | ""Jennifer Capriati"" ""Lindsay Davenport"" 2000 Australian Open semifinal full match | Australian Open - Search - full match | Classic Full Matches | Australian Open | ao_research_discoveries",verified,True,True,1.000,1.000,verified_official_full_match,2026-09-22T16:07:53+00:00
australian-open-2000-women-qf-ai-sugiyama-jennifer-capriati,Australian Open,2000,women,QF,Ai Sugiyama,Jennifer Capriati,youtube,QeDa4LqIlPI,https://www.youtube.com/watch?v=QeDa4LqIlPI,Jennifer Capriati vs Ai Sugiyama 杉山愛 - Australian Open 2000 QF,Tennis Rewind Collection,UCdWYM1w7Ua7EaOOn7WLP_sQ,3006,3269,public_search_result,"""Ai Sugiyama"" ""Jennifer Capriati"" 2000 Australian Open quarterfinal full match | ao_research_discoveries",highlight,False,False,1.000,1.000,candidate_match_video,2026-09-22T16:07:53+00:00
australian-open-2000-women-qf-ai-sugiyama-jennifer-capriati,Australian Open,2000,women,QF,Ai Sugiyama,Jennifer Capriati,youtube,ay5A7dNDm7Q,https://www.youtube.com/watch?v=ay5A7dNDm7Q,Jennifer Capriati vs Ai Sugiyama 2000 Australian Open QF Highlights,JOTennisVid,UCZxwC4M0YGrSyYaMvbArerg,446,1195,public_search_result,"""Ai Sugiyama"" ""Jennifer Capriati"" 2000 Australian Open quarterfinal full match",,False,False,1.000,1.000,candidate_match_video,2026-09-22T16:07:53+00:00
australian-open-2000-women-qf-arantxa-sanchez-vicario-martina-hingis,Australian Open,2000,women,QF,Arantxa Sanchez Vicario,Martina Hingis,youtube,BNssJDppA5Q,https://www.youtube.com/watch?v=BNssJDppA5Q,2000 Australian Open Quarterfinal Hingis vs Sanchez-Vicario,Michael Hattenberg,UCVwztqjn-qlWVuzu5xf6DwA,3177,6168,public_search_result,"""Arantxa Sanchez Vicario"" ""Martina Hingis"" 2000 Australian Open quarterfinal full match | ao_research_discoveries",highlight,False,False,1.000,1.000,candidate_match_video,2026-09-22T16:07:53+00:00
australian-open-2000-women-qf-julie-halard-decugis-lindsay-davenport,Australian Open,2000,women,QF,Julie Halard Decugis,Lindsay Davenport,youtube,PR2DA9iNVdE,https://www.youtube.com/watch?v=PR2DA9iNVdE,Lindsay Davenport vs. Julie Halard-Decugis Australian Open 2000 QF 💚,Just Tennis Channel 2,,691.0,,public_search_result,ao_research_discoveries,highlight,False,False,1.000,1.000,candidate_match_video,2026-09-22T16:07:53+00:00
australian-open-2000-women-sf-conchita-martinez-martina-hingis,Australian Open,2000,women,SF,Conchita Martinez,Martina Hingis,youtube,1A7hpzMJEag,https://www.youtube.com/watch?v=1A7hpzMJEag,Canadian Open 2000 SF Martina Hingis vs Conchita Martinez,Vintage Tennis,UCVRBz3lDgvyRJeMS_B75fMA,2396,1158,public_search_result,"""Conchita Martinez"" ""Martina Hingis"" 2000 Australian Open semifinal full match",,False,False,1.000,1.000,candidate_match_video,2026-09-22T16:07:53+00:00
australian-open-2000-women-sf-conchita-martinez-martina-hingis,Australian Open,2000,women,SF,Conchita Martinez,Martina Hingis,youtube,ZElaTi2k9Vk,https://www.youtube.com/watch?v=ZElaTi2k9Vk,Martina Hingis vs Conchita Martinez 2000 Australian Open SF Highlights,JOTennisVid,UCZxwC4M0YGrSyYaMvbArerg,680,7010,public_search_result,"""Arantxa Sanchez Vicario"" ""Martina Hingis"" 2000 Australian Open quarterfinal full match | ""Conchita Martinez"" ""Martina Hingis"" 2000 Australian Open semifinal full match | ao_research_discoveries",highlight,False,False,1.000,1.000,candidate_match_video,2026-09-22T16:07:53+00:00
australian-open-2000-women-sf-jennifer-capriati-lindsay-davenport,Australian Open,2000,women,SF,Jennifer Capriati,Lindsay Davenport,youtube,moRi5bN3YSk,https://www.youtube.com/watch?v=moRi5bN3YSk,Lindsay Davenport vs Jennifer Capriati 2000 Australian Open SF Full Match,TennisFever425,,4817.0,,public_search_result,ao_research_discoveries,candidate,False,True,1.000,1.000,candidate_full_match,2026-09-22T16:07:53+00:00
australian-open-2001-men-f-andre-agassi-arnaud-clement,Australian Open,2001,men,F,Andre Agassi,Arnaud Clement,youtube,J9hTQNMK9Ok,https://www.youtube.com/watch?v=J9hTQNMK9Ok,Andre Agassi vs Arnaud Clement 2001 Australian Open Final Highlights,JOTennisVid,UCZxwC4M0YGrSyYaMvbArerg,947,6475,public_search_result,"""Arnaud Clement"" ""Sebastien Grosjean"" 2001 Australian Open semifinal full match",,False,False,1.000,1.000,candidate_match_video,2026-09-22T16:07:53+00:00
australian-open-2001-men-f-andre-agassi-arnaud-clement,Australian Open,2001,men,F,Andre Agassi,Arnaud Clement,youtube,OvsXiAbSA9Q,https://www.youtube.com/watch?v=OvsXiAbSA9Q,Andre Agassi vs. Arnaud Clement  Australian Open Final 2001,Amofilm,UCZDiOcx7WHFJ4eG8x99vgRg,4781,1054,public_search_result,"""Andre Agassi"" ""Arnaud Clement"" 2001 Australian Open final full match | ""Andre Agassi"" ""Hicham Arazi"" 2000 Australian Open quarterfinal full match | ao_research_discoveries",candidate,False,False,1.000,1.000,candidate_full_match,2026-09-22T16:07:53+00:00
australian-open-2001-men-f-andre-agassi-arnaud-clement,Australian Open,2001,men,F,Andre Agassi,Arnaud Clement,youtube,m-ieYfqrqPk,https://www.youtube.com/watch?v=m-ieYfqrqPk,2001 Australian Open Final - Agassi vs Clement,Tennis Profiler,UClPeQs3RO3rJkVb_RxbPGsw,7766,4648,public_search_result,"""Andre Agassi"" ""Arnaud Clement"" 2001 Australian Open final full match | ao_research_discoveries",candidate,False,False,1.000,1.000,candidate_full_match,2026-09-22T16:07:53+00:00
australian-open-2001-men-qf-andre-agassi-todd-martin,Australian Open,2001,men,QF,Andre Agassi,Todd Martin,youtube,1uy5YP5QTE8,https://www.youtube.com/watch?v=1uy5YP5QTE8,Agassi vs Martin Australian Open 2001,VoltagePurple,UC2-qrcqBvcWSj9flcXzsPnQ,6865,5378,public_search_result,"""Andre Agassi"" ""Todd Martin"" 2001 Australian Open quarterfinal full match | ao_research_discoveries",candidate,False,False,1.000,1.000,candidate_full_match,2026-09-22T16:07:53+00:00
australian-open-2001-men-qf-andre-agassi-todd-martin,Australian Open,2001,men,QF,Andre Agassi,Todd Martin,youtube,4FUBI6O4L7o,https://www.youtube.com/watch?v=4FUBI6O4L7o,2001 Australian Open 1/4 -  Andre Agassi vs Todd Martin,Tennis Profiler,UClPeQs3RO3rJkVb_RxbPGsw,7269,1033,public_search_result,"""Andre Agassi"" ""Todd Martin"" 2001 Australian Open quarterfinal full match | ao_research_discoveries",candidate,False,False,1.000,1.000,candidate_full_match,2026-09-22T16:07:53+00:00
australian-open-2001-men-qf-andre-agassi-todd-martin,Australian Open,2001,men,QF,Andre Agassi,Todd Martin,youtube,euVSfLwCdlw,https://www.youtube.com/watch?v=euVSfLwCdlw,Andre Agassi vs Todd Martin   Australian Open  2001 Quarter Final   Highlights,Munzam Qudoos,UCfx0mJpAqslqv5la5XeeRUA,681,261,public_search_result,"""Andre Agassi"" ""Todd Martin"" 2001 Australian Open quarterfinal full match | ""Jiri Novak"" ""Stefan Koubek"" 2002 Australian Open quarterfinal full match",,False,False,1.000,1.000,candidate_match_video,2026-09-22T16:07:53+00:00
australian-open-2001-men-qf-arnaud-clement-yevgeny-kafelnikov,Australian Open,2001,men,QF,Arnaud Clement,Yevgeny Kafelnikov,youtube,TzwaLJQ34Q8,https://www.youtube.com/watch?v=TzwaLJQ34Q8,Arnaud Clement v Yevgeny Kafelnikov Australian Open 2001,Tennis All Time Greats,UClygJmcAOY0a08cVVoa-Prw,299,1278,public_search_result,"""Arnaud Clement"" ""Yevgeny Kafelnikov"" 2001 Australian Open quarterfinal full match | ao_research_discoveries",highlight,False,False,1.000,1.000,candidate_match_video,2026-09-22T16:07:53+00:00
australian-open-2001-men-qf-dominik-hrbaty-patrick-rafter,Australian Open,2001,men,QF,Dominik Hrbaty,Patrick Rafter,youtube,qTih6WQl420,https://www.youtube.com/watch?v=qTih6WQl420,Pat Rafter v Dominik Hrbatý Full Match | Australian Open 2001 quarterfinal,Tennis Australia,,7515.0,,public_search_result,ao_research_discoveries,candidate,True,True,1.000,1.000,verified_official_full_match,2026-09-22T16:07:53+00:00
australian-open-2001-men-sf-andre-agassi-patrick-rafter,Australian Open,2001,men,SF,Andre Agassi,Patrick Rafter,youtube,0eySZwoHo-I,https://www.youtube.com/watch?v=0eySZwoHo-I,Andre Agassi v Pat Rafter Full Match | Australian Open 2001 Semifinal,Australian Open,UCeTKJSW1NTAkf27nNmjWt5A,9437,51000,public_search_result,"""Andre Agassi"" ""Arnaud Clement"" 2001 Australian Open final full match | ""Dominik Hrbaty"" ""Patrick Rafter"" 2001 Australian Open quarterfinal full match | Australian Open - Search - full match | Classic Full Matches | Australian Open | ao_research_discoveries",verified,True,True,1.000,1.000,verified_official_full_match,2026-09-22T16:07:53+00:00
australian-open-2001-men-sf-arnaud-clement-sebastien-grosjean,Australian Open,2001,men,SF,Arnaud Clement,Sebastien Grosjean,youtube,IDRqbYN2bQA,https://www.youtube.com/watch?v=IDRqbYN2bQA,Australian Open 2001 SF Arnaud Clemant vs Sebastian Grosjean,aryedan kayte,UC96QxzUW71aYnzqdkR511qg,11172,1030,public_search_result,"""Andre Agassi"" ""Sebastien Grosjean"" 2004 Australian Open quarterfinal full match | ""Nicolas Kiefer"" ""Sebastien Grosjean"" 2006 Australian Open quarterfinal full match | ao_research_discoveries",candidate,False,False,1.000,1.000,candidate_full_match,2026-09-22T16:07:53+00:00
australian-open-2001-women-f-jennifer-capriati-martina-hingis,Australian Open,2001,women,F,Jennifer Capriati,Martina Hingis,youtube,cM5bENydN-Q,https://www.youtube.com/watch?v=cM5bENydN-Q,Jennifer Capriati v Martina Hingis Full Match | Australian Open 2001 Final,Australian Open,UCeTKJSW1NTAkf27nNmjWt5A,3236,35000,public_search_result,Classic Full Matches | Australian Open | ao_research_discoveries,verified,True,True,1.000,1.000,verified_official_full_match,2026-09-22T16:07:53+00:00
australian-open-2001-women-qf-amanda-coetzer-venus-williams,Australian Open,2001,women,QF,Amanda Coetzer,Venus Williams,youtube,Zvo8HfbIwMA,https://www.youtube.com/watch?v=Zvo8HfbIwMA,Venus Williams v Amanda Coetzer Full Match | Australian Open 2001 Quarterfinal,Australian Open,UCeTKJSW1NTAkf27nNmjWt5A,5237,16000,public_search_result,Classic Full Matches | Australian Open | ao_research_discoveries,verified,True,True,1.000,1.000,verified_official_full_match,2026-09-22T16:07:53+00:00
australian-open-2001-women-qf-anna-kournikova-lindsay-davenport,Australian Open,2001,women,QF,Anna Kournikova,Lindsay Davenport,youtube,7xa8KM97Bcs,https://www.youtube.com/watch?v=7xa8KM97Bcs,Anna Kournikova vs Lindsay Davenport 2001 Australian Open QF Highlights,JOTennisVid,UCZxwC4M0YGrSyYaMvbArerg,630,20948,public_search_result,"""Anna Kournikova"" ""Lindsay Davenport"" 2001 Australian Open quarterfinal full match",,False,False,1.000,1.000,candidate_match_video,2026-09-22T16:07:53+00:00
australian-open-2001-women-qf-anna-kournikova-lindsay-davenport,Australian Open,2001,women,QF,Anna Kournikova,Lindsay Davenport,youtube,EWbe-emHRy4,https://www.youtube.com/watch?v=EWbe-emHRy4,Lindsay Davenport vs. Anna Kournikova Australian Open 2001 QF ❤️,Just Tennis Channel 2,UCXnyLEGVVDfGx7rF6zXJkWQ,824,2457,public_search_result,"""Anna Kournikova"" ""Lindsay Davenport"" 2001 Australian Open quarterfinal full match",,False,False,1.000,1.000,candidate_match_video,2026-09-22T16:07:53+00:00
australian-open-2001-women-qf-anna-kournikova-lindsay-davenport,Australian Open,2001,women,QF,Anna Kournikova,Lindsay Davenport,youtube,cSAcbKZWBuI,https://www.youtube.com/watch?v=cSAcbKZWBuI,2001 Australian Open Quarter final Kournikova vs Davenport,Retrovidkid,UCz7M7538eoRRZPCboK_yX1Q,3353,4650,public_search_result,"""Anna Kournikova"" ""Lindsay Davenport"" 2001 Australian Open quarterfinal full match | ao_research_discoveries",highlight,False,False,1.000,1.000,candidate_match_video,2026-09-22T16:07:53+00:00
australian-open-2001-women-qf-jennifer-capriati-monica-seles,Australian Open,2001,women,QF,Jennifer Capriati,Monica Seles,youtube,FGGiK5jyo2M,https://www.youtube.com/watch?v=FGGiK5jyo2M,Monica Seles v Jennifer Capriati Full Match | Australian Open 2001 Quarterfinal,Australian Open,UCeTKJSW1NTAkf27nNmjWt5A,5431,13000,public_search_result,Classic Full Matches | Australian Open | ao_research_discoveries,verified,True,True,1.000,1.000,verified_official_full_match,2026-09-22T16:07:53+00:00
australian-open-2001-women-qf-martina-hingis-serena-williams,Australian Open,2001,women,QF,Martina Hingis,Serena Williams,youtube,s8FCJRVbujg,https://www.youtube.com/watch?v=s8FCJRVbujg,Serena Williams v Martina Hingis Full Match | Australian Open 2001 Quarterfinal,Australian Open,UCeTKJSW1NTAkf27nNmjWt5A,6555,27000,public_search_result,Classic Full Matches | Australian Open | ao_research_discoveries,verified,True,True,1.000,1.000,verified_official_full_match,2026-09-22T16:07:53+00:00
australian-open-2001-women-sf-jennifer-capriati-lindsay-davenport,Australian Open,2001,women,SF,Jennifer Capriati,Lindsay Davenport,youtube,FL6uu-ddi8Y,https://www.youtube.com/watch?v=FL6uu-ddi8Y,Lindsay Davenport v. Jennifer Capriati | 2001 Australian Open Highlights,DaveTennisX3,UCGXg5xidxTzYvwQPD3LqLKw,860,24526,public_search_result,"""Jennifer Capriati"" ""Lindsay Davenport"" 2000 Australian Open semifinal full match | ""Jennifer Capriati"" ""Lindsay Davenport"" 2001 Australian Open semifinal full match | ao_research_discoveries",highlight,False,False,1.000,1.000,candidate_match_video,2026-09-22T16:07:53+00:00
australian-open-2001-women-sf-jennifer-capriati-lindsay-davenport,Australian Open,2001,women,SF,Jennifer Capriati,Lindsay Davenport,youtube,bIv3jqrWmRU,https://www.youtube.com/watch?v=bIv3jqrWmRU,Jennifer Capriati vs Lindsay Davenport 2001 Australian Open SF Highlights,JOTennisVid,UCZxwC4M0YGrSyYaMvbArerg,594,7637,public_search_result,"""Jennifer Capriati"" ""Lindsay Davenport"" 2001 Australian Open semifinal full match",,False,False,1.000,1.000,candidate_match_video,2026-09-22T16:07:53+00:00
australian-open-2001-women-sf-jennifer-capriati-lindsay-davenport,Australian Open,2001,women,SF,Jennifer Capriati,Lindsay Davenport,youtube,xXYPAqJjmnQ,https://www.youtube.com/watch?v=xXYPAqJjmnQ,Lindsay Davenport vs. Jennifer Capriati Zurich 2001 SF 🆕,Just Tennis Channel 2,UCXnyLEGVVDfGx7rF6zXJkWQ,1060,6758,public_search_result,"""Jennifer Capriati"" ""Lindsay Davenport"" 2001 Australian Open semifinal full match",,False,False,1.000,1.000,candidate_match_video,2026-09-22T16:07:53+00:00
australian-open-2001-women-sf-martina-hingis-venus-williams,Australian Open,2001,women,SF,Martina Hingis,Venus Williams,youtube,QSarEhZCfWs,https://www.youtube.com/watch?v=QSarEhZCfWs,Martina Hingis vs Venus Williams 2001 Australian Open SF Highlights,JOTennisVid,UCZxwC4M0YGrSyYaMvbArerg,551,15267,public_search_result,"""Martina Hingis"" ""Venus Williams"" 2001 Australian Open semifinal full match",,False,False,1.000,1.000,candidate_match_video,2026-09-22T16:07:53+00:00
australian-open-2001-women-sf-martina-hingis-venus-williams,Australian Open,2001,women,SF,Martina Hingis,Venus Williams,youtube,TkNj7cHQ26s,https://www.youtube.com/watch?v=TkNj7cHQ26s,2001 Australian Open Semifinal Hingis vs V.Williams,Michael Hattenberg,UCVwztqjn-qlWVuzu5xf6DwA,4153,14633,public_search_result,"""Martina Hingis"" ""Venus Williams"" 2001 Australian Open semifinal full match | ao_research_discoveries",candidate,False,False,1.000,1.000,candidate_full_match,2026-09-22T16:07:53+00:00
australian-open-2002-men-f-marat-safin-thomas-johansson,Australian Open,2002,men,F,Marat Safin,Thomas Johansson,youtube,Nncn_c5fp6I,https://www.youtube.com/watch?v=Nncn_c5fp6I,Marat Safin v Thomas Johansson Full Match | Australian Open 2002 Final,Australian Open,UCeTKJSW1NTAkf27nNmjWt5A,8501,18000,public_search_result,Classic Full Matches | Australian Open | ao_research_discoveries,verified,True,True,1.000,1.000,verified_official_full_match,2026-09-22T16:07:53+00:00
australian-open-2002-men-qf-jonas-bjorkman-thomas-johansson,Australian Open,2002,men,QF,Jonas Bjorkman,Thomas Johansson,youtube,rAG3ey4ELD4,https://www.youtube.com/watch?v=rAG3ey4ELD4,Australian Open 2002 QF T.Johansson vs Bjorkman,Samprasfan1987,,8998.0,,public_search_result,ao_research_discoveries,candidate,False,False,1.000,1.000,candidate_full_match,2026-09-22T16:07:53+00:00
australian-open-2002-men-qf-marcelo-rios-tommy-haas,Australian Open,2002,men,QF,Marcelo Rios,Tommy Haas,youtube,7dKt4B42lWc,https://www.youtube.com/watch?v=7dKt4B42lWc,Marcelo Rios v Tommy Haas - Australian Open 2002 Quarter Final | AO Classics,Australian Open,UCeTKJSW1NTAkf27nNmjWt5A,1486,323532,public_search_result,"""Marcelo Rios"" ""Tommy Haas"" 2002 Australian Open quarterfinal full match | ao_research_discoveries",highlight,True,False,1.000,1.000,candidate_match_video,2026-09-22T16:07:53+00:00
australian-open-2002-men-sf-jiri-novak-thomas-johansson,Australian Open,2002,men,SF,Jiri Novak,Thomas Johansson,youtube,83uXjVh5U6M,https://www.youtube.com/watch?v=83uXjVh5U6M,ATP Australian Open 2002 Johansson vs Novak SF,argol54227,,10610.0,,public_search_result,ao_research_discoveries,candidate,False,False,1.000,1.000,candidate_full_match,2026-09-22T16:07:53+00:00
australian-open-2002-men-sf-marat-safin-tommy-haas,Australian Open,2002,men,SF,Marat Safin,Tommy Haas,youtube,UckImC-4kCM,https://www.youtube.com/watch?v=UckImC-4kCM,Marat Safin vs Tommy Haas 2002 Austalian Open SF Highlights,JOTennisVid,UCZxwC4M0YGrSyYaMvbArerg,1365,7667,public_search_result,"""Marat Safin"" ""Tommy Haas"" 2002 Australian Open semifinal full match",,False,False,1.000,1.000,candidate_match_video,2026-09-22T16:07:53+00:00
australian-open-2002-men-sf-marat-safin-tommy-haas,Australian Open,2002,men,SF,Marat Safin,Tommy Haas,youtube,hws-2O8BE6o,https://www.youtube.com/watch?v=hws-2O8BE6o,"Tennis: ITF Australian Open 2002 Halbfinale Haas-Safin, Teil 1",MegaTK1979,UC5YqyMGmxPeyPwzZari6jJA,10084,393,public_search_result,"""Marat Safin"" ""Tommy Haas"" 2002 Australian Open semifinal full match | ""Marcelo Rios"" ""Tommy Haas"" 2002 Australian Open quarterfinal full match | ao_research_discoveries",candidate,False,False,1.000,1.000,candidate_full_match,2026-09-22T16:07:53+00:00
australian-open-2002-women-f-jennifer-capriati-martina-hingis,Australian Open,2002,women,F,Jennifer Capriati,Martina Hingis,youtube,tXfq0zhDBlE,https://www.youtube.com/watch?v=tXfq0zhDBlE,Jennifer Capriati v Martina Hingis Full Match | Australian Open 2002 Final,Australian Open,UCeTKJSW1NTAkf27nNmjWt5A,7322,50000,public_search_result,"""Jennifer Capriati"" ""Kim Clijsters"" 2002 Australian Open semifinal full match | Classic Full Matches | Australian Open | ao_research_discoveries",verified,True,True,1.000,1.000,verified_official_full_match,2026-09-22T16:07:53+00:00
australian-open-2002-women-qf-adriana-serra-zanetti-martina-hingis,Australian Open,2002,women,QF,Adriana Serra Zanetti,Martina Hingis,youtube,mlpzJjc-03s,https://www.youtube.com/watch?v=mlpzJjc-03s,2002 Australian Open Quarterfinal Hingis vs Serra-Zanetti,Michael Hattenberg,UCVwztqjn-qlWVuzu5xf6DwA,876,6452,public_search_result,"""Adriana Serra Zanetti"" ""Martina Hingis"" 2002 Australian Open quarterfinal full match | ""Arantxa Sanchez Vicario"" ""Martina Hingis"" 2000 Australian Open quarterfinal full match | ao_research_discoveries",highlight,False,False,1.000,1.000,candidate_match_video,2026-09-22T16:07:53+00:00
australian-open-2002-women-qf-amelie-mauresmo-jennifer-capriati,Australian Open,2002,women,QF,Amelie Mauresmo,Jennifer Capriati,youtube,8UxTz0Fu82g,https://www.youtube.com/watch?v=8UxTz0Fu82g,Amelie Mauresmo v. Jennifer Capriati 2002 USO QF highlights,Chris CZE,UCEeFBqfoJQQ-uk4r25AZWtA,1525,3181,public_search_result,"""Amelie Mauresmo"" ""Jennifer Capriati"" 2002 Australian Open quarterfinal full match",,False,False,1.000,1.000,candidate_match_video,2026-09-22T16:07:53+00:00
